Easting,Northing,Lat,Long,Severity_of_casualty,Casualty_Class,Sex,Age,Date,Day,Hour,Local_authority,Vehicle_type,Pedestrian_Locality
521370,180740,51.51256004,-0.252352921,Serious,Driver_or_rider,Male,26,15/07/2010,Thursday,22,Ealing,Car,Not_a_pedestrian
518590,180550,51.51144194,-0.292459575,Serious,Driver_or_rider,Male,19,06/07/2010,Tuesday,0,Ealing,Motor_cycle_125cc_and_under,Not_a_pedestrian
512490,180420,51.51151941,-0.380366125,Serious,Driver_or_rider,Male,32,15/07/2010,Thursday,9,Ealing,Motor_cycle_125cc_and_under,Crossing_on_ped._crossing_facility
512490,180420,51.51151941,-0.380366125,Serious,Pedestrian,Male,38,15/07/2010,Thursday,9,Ealing,Motor_cycle_125cc_and_under,Not_a_pedestrian
514960,183760,51.54104193,-0.343698408,Serious,Driver_or_rider,Female,23,02/07/2010,Friday,16,Ealing,Pedal_cycle,Not_a_pedestrian
512150,184150,51.54511181,-0.384077237,Serious,Driver_or_rider,Male,22,21/07/2010,Wednesday,7,Ealing,Car,Not_a_pedestrian
515940,182980,51.53383129,-0.329830065,Serious,Driver_or_rider,Male,25,21/07/2010,Wednesday,9,Ealing,Motorcycle_over_500cc,"In_carriageway,_crossing_elsewhere"
519470,179650,51.50316799,-0.280089234,Serious,Driver_or_rider,Male,35,13/07/2010,Tuesday,18,Ealing,Pedal_cycle,Not_a_pedestrian
510480,186490,51.5664731,-0.407415701,Serious,Driver_or_rider,Male,35,27/07/2010,Tuesday,8,Hillingdon,Motorcycle_over_500cc,Not_a_pedestrian
517590,183340,51.53672612,-0.305932255,Serious,Driver_or_rider,Male,27,19/07/2010,Monday,12,Ealing,Motor_cycle_125cc_and_under,Not_a_pedestrian
515630,180180,51.50872908,-0.335216012,Serious,Driver_or_rider,Male,22,14/08/2010,Saturday,19,Ealing,Car,Not_a_pedestrian
515630,180180,51.50872908,-0.335216012,Serious,Passenger,Female,20,14/08/2010,Saturday,19,Ealing,Car,"In_carriageway,_not_crossing"
512810,180400,51.51127589,-0.375763089,Serious,Pedestrian,Female,24,03/09/2010,Friday,10,Ealing,Taxi/Private_hire_car,"In_carriageway,_crossing_elsewhere"
512740,182800,51.53286086,-0.376004071,Serious,Driver_or_rider,Male,42,12/09/2010,Sunday,0,Ealing,Taxi/Private_hire_car,Not_a_pedestrian
521070,180050,51.50642297,-0.256910816,Serious,Driver_or_rider,Male,56,10/09/2010,Friday,8,Ealing,Pedal_cycle,"In_carriageway,_crossing_elsewhere"
512020,180540,51.51269128,-0.387098151,Serious,Pedestrian,Female,8,22/09/2010,Wednesday,19,Ealing,Car,Not_a_pedestrian
518740,183080,51.53414907,-0.289446796,Serious,Driver_or_rider,Male,30,24/09/2010,Friday,5,Ealing,Car,Not_a_pedestrian
520390,180060,51.50665793,-0.266700621,Serious,Pedestrian,Male,26,03/10/2010,Sunday,1,Ealing,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
519000,180380,51.50982797,-0.286611479,Serious,Driver_or_rider,Male,28,06/01/2010,Wednesday,0,Ealing,Motor_cycle_125cc_and_under,Not_a_pedestrian
513070,180350,51.51077456,-0.372033977,Serious,Pedestrian,Female,15,07/10/2010,Thursday,12,Ealing,Car,Not_a_pedestrian
515320,181650,51.52200441,-0.339200184,Serious,Pedestrian,Female,55,12/09/2010,Sunday,14,Ealing,Car,"In_carriageway,_crossing_elsewhere"
512600,179750,51.50547558,-0.378995442,Serious,Pedestrian,Male,76,11/10/2010,Monday,12,Ealing,Car,Not_a_pedestrian
514720,183050,51.5347094,-0.347388835,Serious,Pedestrian,Male,33,12/10/2010,Tuesday,17,Ealing,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
512290,184260,51.54607267,-0.382024059,Serious,Driver_or_rider,Male,31,26/10/2010,Tuesday,9,Ealing,Motor_cycle_125cc_and_under,Not_a_pedestrian
521560,182650,51.52968526,-0.248957558,Serious,Pedestrian,Male,26,03/11/2010,Wednesday,17,Ealing,Car,Not_a_pedestrian
513020,184230,51.54565747,-0.37151046,Serious,Driver_or_rider,Female,28,30/10/2010,Saturday,18,Ealing,Car,Not_a_pedestrian
517740,180720,51.51314733,-0.304645861,Serious,Driver_or_rider,Male,45,03/11/2010,Wednesday,6,Ealing,Motorcycle_over_500cc,Not_a_pedestrian
512000,183830,51.54226547,-0.386341198,Serious,Driver_or_rider,Male,39,08/11/2010,Monday,14,Ealing,Car,Not_a_pedestrian
513810,179150,51.49984066,-0.361762102,Serious,Driver_or_rider,Male,23,14/11/2010,Sunday,23,Ealing,Car,Not_a_pedestrian
512240,179220,51.50078351,-0.384348831,Serious,Pedestrian,Male,38,15/11/2010,Monday,19,Ealing,Car,Not_a_pedestrian
519420,179620,51.50290892,-0.280819429,Serious,Pedestrian,Male,28,17/11/2010,Wednesday,17,Ealing,Car,Not_a_pedestrian
519680,180160,51.50770729,-0.276892086,Serious,Driver_or_rider,Male,59,04/12/2010,Saturday,19,Ealing,Motor_cycle_125cc_and_under,Crossing_on_ped._crossing_facility
516330,182980,51.53375117,-0.324209836,Serious,Pedestrian,Male,37,05/12/2010,Sunday,12,Ealing,Car,Not_a_pedestrian
519360,180250,51.50858376,-0.281470382,Serious,Driver_or_rider,Male,unknown,24/12/2010,Friday,19,Ealing,Pedal_cycle,"In_carriageway,_crossing_elsewhere"
515410,183410,51.53780449,-0.337327026,Serious,Driver_or_rider,Female,73,16/12/2010,Thursday,17,Ealing,Car,Not_a_pedestrian
512310,178890,51.49780356,-0.383445688,Serious,Pedestrian,Female,72,17/12/2010,Friday,0,Ealing,Car,Not_a_pedestrian
507750,185340,51.55666467,-0.447139256,Serious,Driver_or_rider,Male,24,09/01/2010,Saturday,9,Hillingdon,Car,Not_a_pedestrian
509490,179220,51.50132269,-0.423952153,Serious,Passenger,Male,5,05/01/2010,Tuesday,17,Hillingdon,Car,Not_a_pedestrian
507440,181900,51.52580417,-0.452659138,Serious,Pedestrian,Male,43,15/01/2010,Friday,15,Hillingdon,Car,Not_a_pedestrian
503920,176080,51.47414946,-0.505093029,Serious,Passenger,Female,unknown,01/01/2010,Friday,2,Hillingdon,Car,"In_carriageway,_crossing_elsewhere"
505670,176990,51.48200526,-0.479633106,Serious,Passenger,Male,15,27/01/2010,Wednesday,14,Hillingdon,Car,Not_a_pedestrian
509400,186760,51.5691103,-0.422907109,Serious,Driver_or_rider,Female,37,05/02/2010,Friday,1,Hillingdon,Car,Not_a_pedestrian
505990,183140,51.5372236,-0.473178936,Serious,Pedestrian,Female,13,05/03/2010,Friday,9,Hillingdon,Car,Not_a_pedestrian
507130,178570,51.49593237,-0.458136328,Serious,Driver_or_rider,Male,43,14/03/2010,Sunday,18,Hillingdon,Motorcycle_over_500cc,Not_a_pedestrian
505960,180650,51.51484843,-0.474359342,Serious,Pedestrian,Male,69,20/03/2010,Saturday,15,Hillingdon,Car,Not_a_pedestrian
505990,180030,51.50927007,-0.474113433,Serious,Driver_or_rider,Female,52,05/03/2010,Friday,12,Hillingdon,Car,Not_a_pedestrian
510750,179860,51.50682972,-0.405605919,Serious,Passenger,Female,49,27/04/2010,Tuesday,13,Hillingdon,Car,Not_a_pedestrian
506530,181510,51.52247113,-0.465888714,Serious,Driver_or_rider,Male,14,29/04/2010,Thursday,15,Hillingdon,Pedal_cycle,Not_a_pedestrian
506400,191320,51.61067054,-0.464794204,Serious,Driver_or_rider,Female,44,20/05/2010,Thursday,10,Hillingdon,Car,Not_a_pedestrian
509240,180480,51.51269616,-0.427162437,Serious,Driver_or_rider,Male,16,28/04/2010,Wednesday,17,Hillingdon,Moped,"In_carriageway,_crossing_elsewhere"
507640,184830,51.55210167,-0.448881273,Serious,Driver_or_rider,Male,23,24/05/2010,Monday,23,Hillingdon,Motor_cycle_125cc_and_under,Not_a_pedestrian
506330,185850,51.56151805,-0.467459899,Serious,Driver_or_rider,Male,55,19/05/2010,Wednesday,15,Hillingdon,Car,Not_a_pedestrian
507810,182360,51.52986825,-0.447187163,Serious,Pedestrian,Male,17,16/05/2010,Sunday,17,Hillingdon,Car,Not_a_pedestrian
505830,184140,51.54624201,-0.47518414,Serious,Driver_or_rider,Male,20,15/05/2010,Saturday,14,Hillingdon,Motorcycle_over_500cc,Not_a_pedestrian
506100,183160,51.5373827,-0.471587553,Serious,Pedestrian,Male,14,05/07/2010,Monday,15,Hillingdon,Car,Not_a_pedestrian
509650,179120,51.50039283,-0.421679002,Serious,Driver_or_rider,Male,40,08/07/2010,Thursday,19,Hillingdon,Pedal_cycle,Not_a_pedestrian
510050,187770,51.57806192,-0.413216392,Serious,Driver_or_rider,Male,65,11/07/2010,Sunday,14,Hillingdon,Pedal_cycle,Not_a_pedestrian
507050,178830,51.49828446,-0.459209452,Serious,Driver_or_rider,Male,28,23/07/2010,Friday,18,Hillingdon,Moped,Not_a_pedestrian
504650,183490,51.54061947,-0.492387926,Serious,Passenger,Male,unknown,28/07/2010,Wednesday,22,Hillingdon,Car,Not_a_pedestrian
507630,178540,51.49556782,-0.45094574,Serious,Driver_or_rider,Female,55,14/08/2010,Saturday,12,Hillingdon,Car,Not_a_pedestrian
509990,187390,51.5746581,-0.414200808,Serious,Driver_or_rider,Female,55,19/08/2010,Thursday,22,Hillingdon,Moped,Not_a_pedestrian
506390,176950,51.48151089,-0.469280336,Serious,Driver_or_rider,Male,28,19/08/2010,Thursday,21,Hillingdon,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
510620,180240,51.51027065,-0.407359238,Serious,Driver_or_rider,Male,unknown,30/07/2010,Friday,20,Hillingdon,Pedal_cycle,Not_a_pedestrian
505990,180030,51.50927007,-0.474113433,Serious,Driver_or_rider,Male,52,11/08/2010,Wednesday,7,Hillingdon,Pedal_cycle,Not_a_pedestrian
505920,183840,51.54352863,-0.47397699,Serious,Passenger,Female,55,12/08/2010,Thursday,11,Hillingdon,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
505920,183840,51.54352863,-0.47397699,Serious,Passenger,Male,24,12/08/2010,Thursday,11,Hillingdon,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
510110,181380,51.52061656,-0.414349454,Serious,Pedestrian,Male,12,17/08/2010,Tuesday,19,Hillingdon,Car,Not_a_pedestrian
508200,182120,51.52763655,-0.44164084,Serious,Driver_or_rider,Male,26,01/09/2010,Wednesday,15,Hillingdon,Motorcycle_over_500cc,Not_a_pedestrian
505990,180140,51.51025878,-0.474080389,Serious,Pedestrian,Male,12,24/09/2010,Friday,15,Hillingdon,Car,Not_a_pedestrian
507950,182270,51.52903258,-0.445197306,Serious,Passenger,Male,16,03/10/2010,Sunday,17,Hillingdon,Car,Not_a_pedestrian
504750,177140,51.48352449,-0.492832714,Serious,Driver_or_rider,Male,40,29/09/2010,Wednesday,19,Hillingdon,Car,Not_a_pedestrian
509080,178830,51.4978966,-0.429977177,Serious,Pedestrian,Male,39,18/09/2010,Saturday,20,Hillingdon,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
505770,182360,51.53025397,-0.476583802,Serious,Driver_or_rider,Female,19,28/09/2010,Tuesday,11,Hillingdon,Pedal_cycle,Not_a_pedestrian
508150,184820,51.55191428,-0.44153157,Serious,Driver_or_rider,Female,22,14/10/2010,Thursday,6,Hillingdon,Car,Not_a_pedestrian
504450,177520,51.48699559,-0.497039318,Serious,Driver_or_rider,Male,unknown,22/08/2010,Sunday,8,Hillingdon,Car,Not_a_pedestrian
506370,182950,51.53544433,-0.467759708,Serious,Driver_or_rider,Male,21,30/10/2010,Saturday,3,Hillingdon,Car,Not_a_pedestrian
509020,187650,51.57718328,-0.428111738,Serious,Pedestrian,Female,79,26/10/2010,Tuesday,9,Hillingdon,Car,Not_a_pedestrian
511660,186920,51.57010584,-0.390261623,Serious,Pedestrian,Female,13,10/11/2010,Wednesday,15,Hillingdon,Car,Not_a_pedestrian
506780,179510,51.50444753,-0.462891793,Serious,Driver_or_rider,Female,18,27/10/2010,Wednesday,15,Hillingdon,Car,Not_a_pedestrian
505900,179520,51.50470288,-0.47556298,Serious,Driver_or_rider,Male,21,27/11/2010,Saturday,21,Hillingdon,Motor_cycle_125cc_and_under,Not_a_pedestrian
507580,185050,51.55409052,-0.449679066,Serious,Driver_or_rider,Male,40,05/11/2010,Friday,5,Hillingdon,Motorcycle_over_500cc,"In_carriageway,_crossing_elsewhere"
510100,181330,51.52016911,-0.414509151,Serious,Pedestrian,Male,26,10/12/2010,Friday,22,Hillingdon,Car,Not_a_pedestrian
510180,189830,51.59655259,-0.410694859,Serious,Pedestrian,Male,15,24/11/2010,Wednesday,8,Hillingdon,Car,Not_a_pedestrian
529850,192250,51.61411351,-0.125968911,Serious,Driver_or_rider,Male,22,04/01/2010,Monday,7,Enfield,Motor_cycle_125cc_and_under,Not_a_pedestrian
530990,192070,51.61223197,-0.109581125,Serious,Pedestrian,Male,51,08/01/2010,Friday,17,Enfield,Car,Not_a_pedestrian
531960,192630,51.61703781,-0.095369866,Serious,Driver_or_rider,Male,26,24/01/2010,Sunday,2,Enfield,Car,Not_a_pedestrian
535170,198820,51.67190043,-0.046643092,Serious,Driver_or_rider,Male,42,24/01/2010,Sunday,18,Enfield,Moped,Not_a_pedestrian
531000,192600,51.61699244,-0.109238827,Serious,Pedestrian,Female,31,15/01/2010,Friday,16,Enfield,Goods_3.5_tonnes_maximum_gross_weight_or_under,Not_a_pedestrian
531910,195100,51.63924573,-0.095160706,Serious,Driver_or_rider,Male,51,31/01/2010,Sunday,9,Enfield,Pedal_cycle,Not_a_pedestrian
535670,193980,51.62828701,-0.041293828,Serious,Driver_or_rider,Male,21,09/02/2010,Tuesday,20,Enfield,Car,Not_a_pedestrian
536200,195850,51.64496279,-0.032913587,Serious,Pedestrian,Male,58,01/02/2010,Monday,9,Enfield,Car,Not_a_pedestrian
534290,196290,51.64937663,-0.060332095,Serious,Driver_or_rider,Male,19,08/02/2010,Monday,18,Enfield,Car,Not_a_pedestrian
529380,194390,51.63345268,-0.131962501,Serious,Pedestrian,Female,81,16/02/2010,Tuesday,10,Enfield,Car,Not_a_pedestrian
532820,192550,51.6161166,-0.082985954,Serious,Driver_or_rider,Male,47,21/02/2010,Sunday,4,Enfield,Car,Not_a_pedestrian
532560,192610,51.61671709,-0.086716346,Serious,Passenger,Female,64,15/02/2010,Monday,14,Enfield,Car,Not_a_pedestrian
533340,196570,51.65211869,-0.073948344,Serious,Passenger,Female,61,20/02/2010,Saturday,14,Enfield,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
529670,194170,51.63140894,-0.12785618,Serious,Pedestrian,Female,44,24/02/2010,Wednesday,11,Enfield,Car,Not_a_pedestrian
533700,194590,51.63424032,-0.069504627,Serious,Pedestrian,Male,14,01/03/2010,Monday,16,Enfield,Car,Not_a_pedestrian
532250,192560,51.61634069,-0.091210065,Serious,Passenger,Female,28,27/02/2010,Saturday,19,Enfield,Car,Not_a_pedestrian
534750,195330,51.64063974,-0.054057235,Serious,Pedestrian,Male,3,02/03/2010,Tuesday,12,Enfield,Car,Not_a_pedestrian
533790,194750,51.63565675,-0.068143797,Serious,Driver_or_rider,Female,59,14/03/2010,Sunday,2,Enfield,Car,Not_a_pedestrian
531000,191940,51.61106141,-0.109485337,Serious,Pedestrian,Male,69,11/03/2010,Thursday,10,Enfield,Car,Unknown_or_other
534200,196000,51.64679213,-0.061743351,Serious,Pedestrian,Male,3,28/03/2010,Sunday,18,Enfield,Car,Not_a_pedestrian
529940,192210,51.6137333,-0.124684651,Serious,Driver_or_rider,Male,58,31/03/2010,Wednesday,16,Enfield,Motorcycle_over_500cc,"In_carriageway,_crossing_elsewhere"
531570,199810,51.68165084,-0.098300231,Serious,Passenger,Female,73,20/04/2010,Tuesday,11,Enfield,Car,Not_a_pedestrian
532480,192580,51.61646633,-0.087882477,Serious,Driver_or_rider,Male,48,15/01/2010,Friday,10,Enfield,Car,Not_a_pedestrian
529090,200490,51.6883371,-0.133900657,Serious,Driver_or_rider,Male,48,08/04/2010,Thursday,6,Enfield,Car,Not_a_pedestrian
535770,199110,51.67436174,-0.037859312,Serious,Driver_or_rider,Male,42,17/04/2010,Saturday,22,Enfield,Car,Not_a_pedestrian
532940,196540,51.65194374,-0.079738197,Serious,Pedestrian,Female,unknown,25/04/2010,Sunday,1,Enfield,Car,On_footway_or_verge
534320,193460,51.62393815,-0.060985317,Serious,Pedestrian,Male,66,27/04/2010,Tuesday,19,Enfield,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
536170,200010,51.68235229,-0.031727616,Serious,Passenger,Female,18,31/03/2010,Wednesday,18,Enfield,Car,Not_a_pedestrian
529940,192210,51.6137333,-0.124684651,Serious,Driver_or_rider,Male,27,11/05/2010,Tuesday,7,Enfield,Motor_cycle_125cc_and_under,Not_a_pedestrian
534180,199960,51.68238164,-0.060513117,Serious,Driver_or_rider,Female,25,18/05/2010,Tuesday,19,Enfield,Car,Not_a_pedestrian
527840,197010,51.65734954,-0.153245362,Serious,Passenger,Male,47,22/05/2010,Saturday,15,Enfield,Car,Not_a_pedestrian
532510,192590,51.61654913,-0.087445652,Serious,Driver_or_rider,Male,25,19/05/2010,Wednesday,22,Enfield,Car,Not_a_pedestrian
532510,192590,51.61654913,-0.087445652,Serious,Passenger,Female,unknown,19/05/2010,Wednesday,22,Enfield,Car,Not_a_pedestrian
532510,192590,51.61654913,-0.087445652,Serious,Driver_or_rider,Male,25,19/05/2010,Wednesday,22,Enfield,Car,Not_a_pedestrian
531590,199770,51.6812867,-0.09802616,Serious,Driver_or_rider,Female,43,05/06/2010,Saturday,17,Enfield,Car,Not_a_pedestrian
531490,193420,51.62424702,-0.10185783,Serious,Driver_or_rider,Male,39,07/06/2010,Monday,6,Enfield,Motorcycle_over_500cc,Not_a_pedestrian
532590,192590,51.61653029,-0.086290853,Serious,Driver_or_rider,Male,unknown,11/04/2010,Sunday,15,Enfield,Motorcycle_over_500cc,Not_a_pedestrian
533850,194520,51.63357562,-0.067365372,Serious,Pedestrian,Male,5,12/06/2010,Saturday,15,Enfield,Car,Not_a_pedestrian
530190,192100,51.61268707,-0.121116953,Serious,Driver_or_rider,Male,60,21/03/2010,Sunday,19,Enfield,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
535940,197770,51.66227934,-0.035923182,Serious,Driver_or_rider,Male,20,15/06/2010,Tuesday,14,Enfield,Car,Not_a_pedestrian
534050,193370,51.62319376,-0.064917759,Serious,Pedestrian,Male,74,27/06/2010,Sunday,12,Enfield,Car,Not_a_pedestrian
535460,194520,51.63319019,-0.044116935,Serious,Driver_or_rider,Male,21,29/06/2010,Tuesday,18,Enfield,Pedal_cycle,Not_a_pedestrian
534540,198250,51.66692956,-0.0559672,Serious,Driver_or_rider,Male,28,07/07/2010,Wednesday,19,Enfield,Car,Not_a_pedestrian
532920,196580,51.65230791,-0.08001193,Serious,Driver_or_rider,Male,50,14/07/2010,Wednesday,7,Enfield,Bus_or_coach_(17_or_more_pass_seats),"In_carriageway,_crossing_elsewhere"
530700,192100,51.61256894,-0.113755706,Serious,Pedestrian,Female,63,28/07/2010,Wednesday,15,Enfield,Car,Not_a_pedestrian
534130,192540,51.6157161,-0.064080345,Serious,Pedestrian,Male,53,03/08/2010,Tuesday,12,Enfield,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
533090,194100,51.62998158,-0.078499658,Serious,Driver_or_rider,Female,30,04/08/2010,Wednesday,9,Enfield,Car,Crossing_on_ped._crossing_facility
527230,200350,51.68750348,-0.16084463,Serious,Passenger,Male,23,02/08/2010,Monday,11,Enfield,Car,Not_a_pedestrian
531580,199810,51.6816485,-0.09815567,Serious,Driver_or_rider,Male,56,15/08/2010,Sunday,13,Enfield,Motor_cycle_125cc_and_under,Crossing_elsewhere_within_50m._of_ped.crossing
535890,195580,51.64261164,-0.037495971,Serious,Pedestrian,Male,6,12/08/2010,Thursday,18,Enfield,Car,"In_carriageway,_crossing_elsewhere"
534920,194000,51.62864722,-0.05211515,Serious,Pedestrian,Male,16,21/08/2010,Saturday,20,Enfield,Car,Not_a_pedestrian
533300,192090,51.61186938,-0.076231994,Serious,Driver_or_rider,Male,32,17/08/2010,Tuesday,16,Enfield,Pedal_cycle,Not_a_pedestrian
534640,194000,51.62871426,-0.056157908,Serious,Driver_or_rider,Male,22,24/08/2010,Tuesday,22,Enfield,Motor_cycle_125cc_and_under,Not_a_pedestrian
528200,196130,51.64935932,-0.148365908,Serious,Driver_or_rider,Female,77,26/08/2010,Thursday,10,Enfield,Car,Not_a_pedestrian
531420,200010,51.68348321,-0.100393476,Serious,Driver_or_rider,Female,16,15/09/2010,Wednesday,16,Enfield,Pedal_cycle,Not_a_pedestrian
534630,193980,51.62853693,-0.056309989,Serious,Pedestrian,Female,10,20/09/2010,Monday,8,Enfield,Car,Crossing_elsewhere_within_50m._of_ped.crossing
529510,194340,51.63297347,-0.1301037,Serious,Pedestrian,Female,26,26/09/2010,Sunday,13,Enfield,Car,Not_a_pedestrian
532900,196400,51.65069513,-0.080369194,Serious,Driver_or_rider,Female,53,26/09/2010,Sunday,23,Enfield,Car,Not_a_pedestrian
534430,192240,51.61294863,-0.059864918,Serious,Pedestrian,Male,39,27/09/2010,Monday,20,Enfield,Car,Not_a_pedestrian
533360,191900,51.61014776,-0.075438183,Serious,Pedestrian,Male,7,03/09/2010,Friday,15,Enfield,Car,Not_a_pedestrian
536030,192280,51.61292381,-0.036755353,Serious,Driver_or_rider,Female,29,24/09/2010,Friday,12,Enfield,Car,Not_a_pedestrian
534310,199520,51.67839675,-0.058802999,Serious,Driver_or_rider,Male,29,27/08/2010,Friday,17,Enfield,Pedal_cycle,Not_a_pedestrian
534920,196240,51.64877649,-0.051250988,Serious,Driver_or_rider,Male,35,07/09/2010,Tuesday,11,Enfield,Motor_cycle_125cc_and_under,Not_a_pedestrian
530970,192330,51.61457309,-0.109772712,Serious,Driver_or_rider,Male,19,13/10/2010,Wednesday,19,Enfield,Motorcycle_over_125cc_and_up_to_500cc,Not_a_pedestrian
534890,193590,51.62497005,-0.052706198,Serious,Pedestrian,Female,3,21/10/2010,Thursday,16,Enfield,Car,Not_a_pedestrian
527250,200350,51.68749895,-0.160555463,Serious,Driver_or_rider,Female,24,26/10/2010,Tuesday,11,Enfield,Car,Not_a_pedestrian
534160,192740,51.61750622,-0.06357084,Serious,Driver_or_rider,Male,27,29/10/2010,Friday,19,Enfield,Moped,Crossing_elsewhere_within_50m._of_ped.crossing
528240,196020,51.64836166,-0.147828323,Serious,Pedestrian,Female,65,29/10/2010,Friday,17,Enfield,Car,Not_a_pedestrian
535690,198960,51.67303318,-0.039073742,Serious,Passenger,Male,10,24/10/2010,Sunday,20,Enfield,Car,Not_a_pedestrian
535690,198960,51.67303318,-0.039073742,Serious,Passenger,Male,9,24/10/2010,Sunday,20,Enfield,Car,"In_carriageway,_crossing_elsewhere"
534120,192540,51.61571848,-0.06422469,Serious,Pedestrian,Male,91,02/11/2010,Tuesday,17,Enfield,Car,Not_a_pedestrian
532340,196670,51.65325336,-0.088356757,Serious,Driver_or_rider,Male,42,17/11/2010,Wednesday,12,Enfield,Motorcycle_over_500cc,"In_carriageway,_crossing_elsewhere"
528420,195680,51.64526516,-0.145352767,Serious,Pedestrian,Male,24,11/11/2010,Thursday,14,Enfield,Car,Not_a_pedestrian
534250,192340,51.61389022,-0.062424717,Serious,Pedestrian,Male,10,06/12/2010,Monday,19,Enfield,Car,Not_a_pedestrian
535620,192150,51.61185449,-0.04272356,Serious,Pedestrian,Male,42,05/12/2010,Sunday,12,Enfield,Car,"In_carriageway,_crossing_elsewhere"
531540,189570,51.58963779,-0.102578852,Serious,Pedestrian,Male,30,12/01/2010,Tuesday,5,Haringey,Car,Not_a_pedestrian
531840,188190,51.57716646,-0.098768355,Serious,Pedestrian,Female,20,29/01/2010,Friday,19,Haringey,Motor_cycle_125cc_and_under,Not_a_pedestrian
533760,189540,51.58884552,-0.07056404,Serious,Pedestrian,Female,41,29/01/2010,Friday,17,Haringey,Car,Crossing_on_ped._crossing_facility
533630,188490,51.57944078,-0.072838446,Serious,Pedestrian,Male,10,30/01/2010,Saturday,16,Haringey,Car,Not_a_pedestrian
531200,190240,51.59573797,-0.107233724,Serious,Pedestrian,Male,3,30/01/2010,Saturday,10,Haringey,Motor_cycle_125cc_and_under,"In_carriageway,_crossing_elsewhere"
532310,188690,51.5815495,-0.091801723,Serious,Driver_or_rider,Female,21,03/02/2010,Wednesday,17,Haringey,Car,"In_carriageway,_crossing_elsewhere"
533040,188430,51.5790412,-0.08137075,Serious,Pedestrian,Female,35,04/02/2010,Thursday,17,Haringey,Car,Not_a_pedestrian
530260,190980,51.60260606,-0.12052213,Serious,Driver_or_rider,Male,34,11/02/2010,Thursday,8,Haringey,Pedal_cycle,Not_a_pedestrian
531200,189970,51.59331164,-0.107334531,Serious,Pedestrian,Female,69,07/03/2010,Sunday,17,Haringey,Pedal_cycle,Not_a_pedestrian
533250,190280,51.59561619,-0.077640678,Serious,Driver_or_rider,Female,33,11/03/2010,Thursday,14,Haringey,Car,"In_carriageway,_crossing_elsewhere"
533620,189500,51.58851929,-0.072598879,Serious,Pedestrian,Female,50,12/03/2010,Friday,13,Haringey,Other_motor_vehicle,Not_a_pedestrian
533910,190610,51.59842507,-0.067992265,Serious,Pedestrian,Female,69,09/03/2010,Tuesday,20,Haringey,Car,"In_carriageway,_crossing_elsewhere"
531060,190270,51.59604015,-0.109242514,Serious,Pedestrian,Male,22,01/04/2010,Thursday,0,Haringey,Bus_or_coach_(17_or_more_pass_seats),Not_a_pedestrian
533660,189010,51.58410654,-0.072208148,Serious,Pedestrian,Female,45,30/05/2010,Sunday,22,Haringey,Car,Not_a_pedestrian
533630,190330,51.59597546,-0.072138952,Serious,Pedestrian,Male,32,09/04/2010,Friday,6,Haringey,Car,Crossing_on_ped._crossing_facility
530970,189590,51.58995031,-0.110794503,Serious,Driver_or_rider,Male,unknown,30/03/2010,Tuesday,22,Haringey,Motor_cycle_125cc_and_under,Not_a_pedestrian
532740,187960,51.57488835,-0.085874989,Serious,Driver_or_rider,Male,33,04/03/2010,Thursday,17,Hackney,Pedal_cycle,Not_a_pedestrian
527660,188730,51.58298073,-0.158860475,Serious,Driver_or_rider,Male,22,09/03/2010,Tuesday,13,Haringey,Motor_cycle_125cc_and_under,Not_a_pedestrian
531470,186790,51.56467183,-0.104627698,Serious,Driver_or_rider,Male,44,05/03/2010,Friday,15,Islington,Motorcycle_over_500cc,Not_a_pedestrian
530590,190750,51.60046278,-0.115845522,Serious,Driver_or_rider,Male,22,28/02/2010,Sunday,3,Haringey,Car,On_footway_or_verge
531230,189080,51.58530674,-0.107233979,Serious,Pedestrian,Female,unknown,24/03/2010,Wednesday,8,Haringey,Car,Not_a_pedestrian
533620,188500,51.57953301,-0.072978878,Serious,Pedestrian,Female,40,28/04/2010,Wednesday,16,Haringey,Motor_cycle_125cc_and_under,"In_carriageway,_crossing_elsewhere"
533250,188450,51.57917131,-0.078334358,Serious,Pedestrian,Male,unknown,04/04/2010,Sunday,6,Haringey,Car,"In_carriageway,_not_crossing"
530120,189440,51.58879923,-0.123112716,Serious,Pedestrian,Male,11,20/04/2010,Tuesday,18,Haringey,Car,"In_carriageway,_crossing_elsewhere"
531820,188280,51.57797991,-0.099023076,Serious,Pedestrian,Male,unknown,07/05/2010,Friday,7,Haringey,Car,Not_a_pedestrian
530860,190830,51.60111904,-0.111919633,Serious,Driver_or_rider,Male,unknown,08/05/2010,Saturday,12,Haringey,Pedal_cycle,Not_a_pedestrian
